algo,model_id,model_path,train_rmse,test_rmse,val_rmse,train_mae,test_mae,val_mae,train_bias,test_bias,val_bias,train_rpd,test_rpd,val_rpd,train_r2,test_r2,val_r2,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators
random_forest,0,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_000.joblib,0.4044850437441159,1.8932396889460288,1.3656976580057532,0.263510077712394,1.5371950284107427,1.1870508658229728,0.003006368577878715,0.5437812033368244,-0.0064802665247667745,43.77883381009363,8.707019487044255,11.97209790000233,0.9994782389891148,0.9868095088429216,0.9930231484739849,True,,1,2,100
random_forest,1,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_001.joblib,0.5070888233257772,1.8155655756442524,1.3608137545388392,0.3127871837892042,1.4336988277591316,1.1390719315104632,-0.012694214381567686,0.4865584810551165,-0.11441805216049669,34.920674040109425,9.079526009105548,12.015065257030455,0.9991799605149683,0.9878696412280424,0.9930729594145825,True,,1,2,300
random_forest,2,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_002.joblib,0.4527843412944816,1.9339021721847207,1.3781184596837364,0.32322823917377735,1.5848374479495866,1.2144326741968308,-0.010201931931930272,0.6246606334614037,0.003266945451122843,39.10886904374032,8.523944541970414,11.864194945332198,0.9993461931209358,0.9862368206564525,0.9928956646793713,True,,1,5,100
random_forest,3,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_003.joblib,0.5439883669999228,1.8031943550007716,1.360913071127637,0.3695334093117564,1.4381762489303636,1.1471180790125393,-0.023778349276909364,0.5512661360933494,-0.12079182330878398,32.55195254707463,9.141818140447551,12.014188422704423,0.9990562740166978,0.988034389964414,0.9930719482620362,True,,1,5,300
random_forest,4,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_004.joblib,0.4665615995657702,1.8896504779757903,1.4486908442702042,0.32297006370714887,1.552939886418603,1.2890035878102677,0.0005054455185453252,0.5899762332172214,0.06526003524886802,37.95400977110604,8.723557640647378,11.28623551954967,0.9993057999032416,0.9868594746014981,0.9921494192987597,True,,2,2,100
random_forest,5,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_005.joblib,0.5382188192753814,1.8580682980369225,1.4244011231886742,0.34726516186572615,1.4804430730787597,1.1846375115167276,-0.026314559972206733,0.5611721735157806,-0.13422467099446905,32.9008999213047,8.8718347343393,11.478695008922037,0.9990761861995157,0.9872950455089732,0.9924104685232458,True,,2,2,300
random_forest,6,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_006.joblib,0.4752998607871908,1.904813839466821,1.3764050345184358,0.34503495813681223,1.568308209312635,1.1968714024945128,-0.020683771453956,0.6091920108445699,-0.02484737247645568,37.25623542033936,8.654113343649827,11.87896415183432,0.9992795529596872,0.9866477381022564,0.9929133194456958,True,,2,5,100
random_forest,7,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_007.joblib,0.5554853870937757,1.8080781208571164,1.3526422589696627,0.37326923912435545,1.4557433253131418,1.1157309574456267,-0.02691760514982678,0.5698427242517626,-0.16201543705583635,31.878216637502113,9.11712534715272,12.08764989784005,0.99901596178473,0.9879694869513868,0.9931559014496419,True,,2,5,300
random_forest,8,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_008.joblib,0.4044850437441159,1.8932396889460288,1.3656976580057532,0.263510077712394,1.5371950284107427,1.1870508658229728,0.003006368577878715,0.5437812033368244,-0.0064802665247667745,43.77883381009363,8.707019487044255,11.97209790000233,0.9994782389891148,0.9868095088429216,0.9930231484739849,True,10.0,1,2,100
random_forest,9,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/baseline_correction/random_forest_model_009.joblib,0.5070888233257772,1.8155655756442524,1.3608137545388392,0.3127871837892042,1.4336988277591316,1.1390719315104632,-0.012694214381567686,0.4865584810551165,-0.11441805216049669,34.920674040109425,9.079526009105548,12.015065257030455,0.9991799605149683,0.9878696412280424,0.9930729594145825,True,10.0,1,2,300
