algo,model_id,model_path,cv_mean_neg_mse,cv_std_neg_mse,train_rmse,test_rmse,train_mae,test_mae,train_bias,test_bias,train_rpd,test_rpd,train_r2,test_r2,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,rank_by_test_rmse
random_forest,52,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_052.joblib,-1.9885540188709563,1.4987310926744846,0.06852594823016894,1.3555877319249319,0.017316760432633447,0.8260212214148518,1.8064645824409328e-16,0.0341154363131464,260.1329740051963,11.492634390807563,0.9999852222203075,0.9924288679982061,False,,sqrt,2,2,100,25
random_forest,81,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_081.joblib,-2.2168848909398973,1.6776348105130445,1.9170682130412515e-13,1.362143547136252,1.480698802740751e-13,0.871762995715468,-6.744134441112815e-14,0.016734102874377044,92984999638384.73,11.43732187435818,1.0,0.9923554607785989,False,20.0,sqrt,1,2,300,26
random_forest,49,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_049.joblib,-2.2168848909398973,1.6776348105130445,1.9170682130412515e-13,1.362143547136252,1.480698802740751e-13,0.871762995715468,-6.744134441112815e-14,0.016734102874377044,92984999638384.73,11.43732187435818,1.0,0.9923554607785989,False,,sqrt,1,2,300,27
random_forest,78,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_078.joblib,-2.118309259651906,1.2505560352679366,0.10585445836519651,1.3711921365113435,0.05386483260223718,0.8667561708718058,-3.462390449678454e-15,-0.022853267459416595,168.3996969512704,11.361846216034227,0.9999647371517043,0.9922535595524052,False,10.0,log2,2,5,100,28
random_forest,62,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_062.joblib,-2.118309259651906,1.2505560352679366,0.10585445836519651,1.3711921365113435,0.05386483260223718,0.8667561708718058,-3.462390449678454e-15,-0.022853267459416595,168.3996969512704,11.361846216034227,0.9999647371517043,0.9922535595524052,False,,log2,2,5,100,29
random_forest,94,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_094.joblib,-2.118309259651906,1.2505560352679366,0.10585445836519651,1.3711921365113435,0.05386483260223718,0.8667561708718058,-3.462390449678454e-15,-0.022853267459416595,168.3996969512704,11.361846216034227,0.9999647371517043,0.9922535595524052,False,20.0,log2,2,5,100,30
random_forest,89,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_089.joblib,-2.1534887805948197,1.5836785827034112,1.9170682130412515e-13,1.3820524942993802,1.480698802740751e-13,0.8520153184281009,-6.744134441112815e-14,-0.1173664236236535,92984999638384.73,11.272563272334368,1.0,0.9921303641522539,False,20.0,log2,1,2,300,31
random_forest,57,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_057.joblib,-2.1534887805948197,1.5836785827034112,1.9170682130412515e-13,1.3820524942993802,1.480698802740751e-13,0.8520153184281009,-6.744134441112815e-14,-0.1173664236236535,92984999638384.73,11.272563272334368,1.0,0.9921303641522539,False,,log2,1,2,300,32
random_forest,75,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_075.joblib,-2.1079972330218477,1.609730953451751,0.04412998445633301,1.3943294961420802,0.01994269479015034,0.8493920370842546,-5.88907453875744e-14,-0.09955736948023512,403.93983658160585,11.173308913555243,0.9999938713244704,0.9919899285897539,False,10.0,log2,1,5,300,33
random_forest,60,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_060.joblib,-2.204721676761481,1.3470760502623802,0.10485152176777555,1.3969416634187146,0.04949474418382572,0.8770090450243223,-1.6258181241968394e-15,-0.01869994648260206,170.01049111257112,11.152415734777621,0.9999654021942364,0.9919598879919082,False,,log2,2,2,100,34
random_forest,76,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_076.joblib,-2.204721676761481,1.3470760502623802,0.10485152176777555,1.3969416634187146,0.04949474418382572,0.8770090450243223,-1.6258181241968394e-15,-0.01869994648260206,170.01049111257112,11.152415734777621,0.9999654021942364,0.9919598879919082,False,10.0,log2,2,2,100,35
random_forest,92,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_092.joblib,-2.204721676761481,1.3470760502623802,0.10485152176777555,1.3969416634187146,0.04949474418382572,0.8770090450243223,-1.6258181241968394e-15,-0.01869994648260206,170.01049111257112,11.152415734777621,0.9999654021942364,0.9919598879919082,False,20.0,log2,2,2,100,36
random_forest,73,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_073.joblib,-2.144264713239103,1.5839484873503882,0.00021955879008505268,1.402477942952839,6.923797923932311e-05,0.8655606464833336,-6.720048246680269e-14,-0.09875303644776842,81189.45592082459,11.108391590726914,0.9999999998482947,0.9918960334830911,False,10.0,log2,1,2,300,37
random_forest,59,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_059.joblib,-2.1082163871119373,1.609829527066347,0.04400296123204615,1.4036872776704157,0.019845912154159352,0.8585239682712567,-5.828859052676076e-14,-0.1028660590421655,405.1058885704692,11.09882125136372,0.9999939065551076,0.9918820516112516,False,,log2,1,5,300,38
random_forest,91,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_091.joblib,-2.1082163871119373,1.609829527066347,0.04400296123204615,1.4036872776704157,0.019845912154159352,0.8585239682712567,-5.828859052676076e-14,-0.1028660590421655,405.1058885704692,11.09882125136372,0.9999939065551076,0.9918820516112516,False,20.0,log2,1,5,300,39
random_forest,64,/home/aline/Documentos/coffee-nir-moisture/output/models/random_forest/snv/random_forest_model_064.joblib,-2.132115448876155,1.664080763783864,2.040029895958706e-05,1.4289087744737963,4.337054659243442e-06,0.8709774651625061,-4.5161614561023315e-15,0.04180412532297227,873803.7979224197,10.902917293243195,0.9999999999986903,0.9915877036305404,False,10.0,sqrt,1,2,100,40
