algo,model_id,model_path,cv_mean_neg_mse,cv_std_neg_mse,train_rmse,test_rmse,train_mae,test_mae,train_bias,test_bias,train_rpd,test_rpd,train_r2,test_r2,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_tol,rank_by_test_rmse
mlp,66,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_066.joblib,-611.7825047972017,239.49298613082772,4.390875487344618,9.384865487522307,3.0339498232067728,6.673410040427319,-2.824178412290289,-5.166383720973485,4.066154574853732,1.6998867724329958,0.9395171522164624,0.6539331411031147,tanh,0.0001,"(50, 50)",0.001,10000,0.0001,43
mlp,64,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_064.joblib,-611.7825047972017,239.49298613082772,4.390875487344618,9.384865487522307,3.0339498232067728,6.673410040427319,-2.824178412290289,-5.166383720973485,4.066154574853732,1.6998867724329958,0.9395171522164624,0.6539331411031147,tanh,0.0001,"(50, 50)",0.001,5000,0.0001,44
mlp,31,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_031.joblib,-242.62190179537646,123.05802320639073,8.556651368420686,10.054075299688161,6.585105104093374,8.218470395802436,0.4507518859420281,-0.06762728280543724,2.0865613990505216,1.5867405233972054,0.7703123404335165,0.6028192664701418,relu,0.001,"(50,)",0.01,10000,0.001,45
mlp,30,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_030.joblib,-242.62190179537646,123.05802320639073,8.556651368420686,10.054075299688161,6.585105104093374,8.218470395802436,0.4507518859420281,-0.06762728280543724,2.0865613990505216,1.5867405233972054,0.7703123404335165,0.6028192664701418,relu,0.001,"(50,)",0.01,10000,0.0001,46
mlp,29,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_029.joblib,-242.62190179537646,123.05802320639073,8.556651368420686,10.054075299688161,6.585105104093374,8.218470395802436,0.4507518859420281,-0.06762728280543724,2.0865613990505216,1.5867405233972054,0.7703123404335165,0.6028192664701418,relu,0.001,"(50,)",0.01,5000,0.001,47
mlp,28,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_028.joblib,-242.62190179537646,123.05802320639073,8.556651368420686,10.054075299688161,6.585105104093374,8.218470395802436,0.4507518859420281,-0.06762728280543724,2.0865613990505216,1.5867405233972054,0.7703123404335165,0.6028192664701418,relu,0.001,"(50,)",0.01,5000,0.0001,48
mlp,6,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_006.joblib,-242.83679180645927,123.31802966050664,8.55665819676658,10.0540805279246,6.585109403162994,8.218475563772673,0.450754187780325,-0.06762322885806123,2.0865597339421775,1.5867396982740525,0.7703119738444513,0.6028188533928052,relu,0.0001,"(50,)",0.01,10000,0.0001,49
mlp,7,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_007.joblib,-242.83679180645927,123.31802966050664,8.55665819676658,10.0540805279246,6.585109403162994,8.218475563772673,0.450754187780325,-0.06762322885806123,2.0865597339421775,1.5867396982740525,0.7703119738444513,0.6028188533928052,relu,0.0001,"(50,)",0.01,10000,0.001,50
mlp,5,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_005.joblib,-242.83679180645927,123.31802966050664,8.55665819676658,10.0540805279246,6.585109403162994,8.218475563772673,0.450754187780325,-0.06762322885806123,2.0865597339421775,1.5867396982740525,0.7703119738444513,0.6028188533928052,relu,0.0001,"(50,)",0.01,5000,0.001,51
mlp,4,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_004.joblib,-242.83679180645927,123.31802966050664,8.55665819676658,10.0540805279246,6.585109403162994,8.218475563772673,0.450754187780325,-0.06762322885806123,2.0865597339421775,1.5867396982740525,0.7703119738444513,0.6028188533928052,relu,0.0001,"(50,)",0.01,5000,0.0001,52
