algo,model_id,model_path,train_rmse,test_rmse,val_rmse,train_mae,test_mae,val_mae,train_bias,test_bias,val_bias,train_rpd,test_rpd,val_rpd,train_r2,test_r2,val_r2,param_C,param_epsilon,param_gamma,param_kernel
svr,0,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_000.joblib,12.89425693763829,11.59094896497225,12.447374049042466,9.570763328921826,7.910906231566234,9.22092048457625,6.147276548006477,4.550914585970272,3.1557396329585043,1.3577603922145,1.4217489322516967,1.3840177603142074,0.457557474956952,0.5052860253392928,0.47794450235344643,1.0,0.01,scale,rbf
svr,1,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_001.joblib,12.89425693763829,11.59094896497225,12.447374049042466,9.570763328921826,7.910906231566234,9.22092048457625,6.147276548006477,4.550914585970272,3.1557396329585035,1.3577603922145,1.4217489322516967,1.3840177603142074,0.457557474956952,0.5052860253392928,0.47794450235344643,1.0,0.01,auto,rbf
svr,2,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_002.joblib,12.930271925356797,11.626077962170971,12.464075313075247,9.600772513342852,7.9637809818522145,9.245710755976859,6.179631603122779,4.577769766554861,3.159959602241679,1.3539785905530526,1.417453019698825,1.3821632427940174,0.4545230474459837,0.502282795649116,0.4765426265808126,1.0,0.1,scale,rbf
svr,3,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_003.joblib,12.930271925356797,11.626077962170971,12.464075313075247,9.60077251334285,7.9637809818522145,9.245710755976859,6.179631603122779,4.577769766554861,3.1599596022416803,1.3539785905530526,1.417453019698825,1.3821632427940174,0.4545230474459837,0.502282795649116,0.4765426265808126,1.0,0.1,auto,rbf
svr,4,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_004.joblib,5.138767838572421,5.767541750504529,5.563409585107681,3.334870395134307,3.7939144273804755,3.947906361343974,0.8123468654946256,1.5276407213016372,0.9144412011652135,3.406908408188748,2.85726918462127,3.0965519416840674,0.9138452783153739,0.8775108318628786,0.8957098573627802,10.0,0.01,scale,rbf
svr,5,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_005.joblib,5.138767838572422,5.767541750504527,5.563409585107686,3.3348703951343093,3.7939144273804777,3.947906361343975,0.8123468654946283,1.5276407213016305,0.9144412011652151,3.4069084081887477,2.8572691846212708,3.096551941684065,0.9138452783153739,0.8775108318628786,0.89570985736278,10.0,0.01,auto,rbf
svr,6,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_006.joblib,5.1130790252031675,5.712741517158505,5.564980078411215,3.334976582989587,3.751068498882615,3.9405026890751023,0.7032077114491682,1.4509824513208351,0.8607224984647625,3.424025185346446,2.8846779195656667,3.0956780636072483,0.9147045039844278,0.8798274326686626,0.8956509689829768,10.0,0.1,scale,rbf
svr,7,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_007.joblib,5.1130790252031675,5.712741517158503,5.564980078411214,3.3349765829895874,3.751068498882613,3.9405026890751063,0.7032077114491683,1.450982451320828,0.8607224984647645,3.424025185346446,2.8846779195656675,3.0956780636072487,0.9147045039844278,0.8798274326686626,0.8956509689829768,10.0,0.1,auto,rbf
svr,8,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_008.joblib,1.9029493064389802,2.501173639171655,1.3659023953255849,1.0576848640862957,2.061729440629812,1.153947330817902,-0.20747379385585407,-0.43881549987435037,-0.17447378008511524,9.200093401186821,6.588674635236802,12.612458117142781,0.9881854950885708,0.9769641693624551,0.9937136215038803,100.0,0.01,scale,rbf
svr,9,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_009.joblib,1.9029493064389924,2.5011736391716664,1.3659023953255924,1.0576848640863252,2.0617294406298403,1.1539473308179082,-0.20747379385584647,-0.4388154998743179,-0.17447378008509087,9.200093401186763,6.588674635236771,12.612458117142712,0.9881854950885706,0.9769641693624549,0.9937136215038802,100.0,0.01,auto,rbf
svr,10,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_010.joblib,1.9042509955451044,2.523202449156116,1.4213353686426928,1.0741875743522296,2.0782694109645643,1.1926584147838002,-0.23295935549719266,-0.4024379892622247,-0.1687131572896861,9.193804492117762,6.53115223482949,12.120564318047098,0.9881693264264532,0.9765566114133822,0.993193022438477,100.0,0.1,scale,rbf
svr,11,/home/aline/Documentos/coffee-nir-moisture/output/models/svr/bruto/svr_model_011.joblib,1.904250995545099,2.523202449156167,1.4213353686426893,1.0741875743522462,2.078269410964606,1.1926584147838144,-0.2329593554971704,-0.4024379892622805,-0.1687131572896455,9.193804492117788,6.531152234829357,12.120564318047128,0.9881693264264533,0.9765566114133813,0.993193022438477,100.0,0.1,auto,rbf
